Ped,Bike,Bike Loop,School Area,1st St,E 2nd St,5th St,8th St,B St,F St,J St N,North Sycamore,North Anderson,North Anderson,East Covell,Olive Drive,Pole Line,West Russell,Russell,Downtown,University Rice,Old North,Old East,A St,DATE,TIME,REPORT,STREET 1,STREET 2,DISTANCE,DIRECTION,PRIMARY CAUSE,COLLISION TYPE,INJURY,Bike,5 Year Bike,5 Year  Ped,Ped,FATAL,TYPE OF COLLISION,VEHICLE 1,VEHICLE 2,INVOLVED WITH,OBJECT HIT,PEDESTRIAN ACTION,TRAFFIC CONTROL DEVICES,NOTES
,,,,,,,,,,,,,,,,,,,1,,,,,7/11/2013,1854,13-02859,101 F ST PARKING STRUCTURE 2ND FLOOR,,,,22350 PC,Head on,2,,,,,,,,1,Other motor vehicle,,Not in road,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,1,,7/14/2013,1627,13-02885,4TH ST,L ST.,,,22107 VC,Broadside,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,1,,,,,,,,,,,,,7/17/2013,1311,13-02936,SYCAMORE LN,,COVELL BLVD,,,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,7/17/2013,1719,13-02941,4TH ST,,E STREET,,22106 cvc,Side swipe,,,,,,0,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,7/17/2013,1820,13-02944,C STREET,THIRD STREET,,,22107 VC,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,1,,,,,,,,7/18/2013,1446,13-02963,POLE LINE ROAD,,FIFTH STREET,,22350 CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,7/19/2013,839,13-02968,CHILES RD,,ENSENADA DR,,22350VC,Head on,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,,,,,,,,,7/22/2013,1034,13-03016,MACE BL,,EL MACERO DR,,21802(a)VC,Other,1,1.0,1.0,,,,VEHICLE VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,7/23/2013,226,13-03023,POLE LINE RD,LEHIGH DRIVE,,,22350 vc,Head on,,,,,,,,,,Fixed object,TREE,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,7/25/2013,1250,13-03061,MACE BL,,I-80 (MACE BL OVERCROSSING),,CVC 22350,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,1,,,,,1,,,,,,,,,,7/26/2013,2007,13-03072,F STREET,COVELL BLVD,,,22106 CVC,Other,1,1.0,1.0,,,,AUTO V. BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,7/27/2013,1740,13-03086,DRAKE DR,SYCAMORE LN,,,CVC 22103,Broadside,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,8/3/2013,756,13-03185,CARICIA DRIVE,,VISTOSA COURT,,21800 (a) CVC,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,1,,,,,,,,,,1,,,,,8/5/2013,50,13-03208,3RD ST,,F ST,,23152 vc,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,6/26/2013,1330,13-03215,4TH ST,E ST.,,,22106,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,1,,,,,,,,,,1,,,,,8/5/2013,1300,13-03236,3RD ST,F ST,,,,Side swipe,,,,,,,,,,Parked motor vehicle,,Not in road,No controls present/factor,
,1,,,,,,,,,,,,,,,,,,,1,,,1,8/6/2013,1614,13-03239,RUSSELL BL,,A ST,,21453(a) CVC,Other,1,1.0,1.0,,,,AUTO V BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,1,,,,,,,,8/6/2013,1614,13-03240,5TH ST,POLE LINE RD,, ,,Other,1,1.0,1.0,,,,SOLO BIKE,,,Non collision,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,8/6/2013,1850,13-03243,MOORE BL,,ROCKWELL DRIVE,,22350 VC,Overturned,1,,,,,,,,,Non collision,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,8/7/2013,104,13-03246, REDWOOD LN,,APPROXIMATELY  45 FEET S OF RUTGERS DR,,23152 VC,Hit object,,,,,,0,,,,Fixed object,HOUSE,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,1,,,,,8/8/2013,1355,13-03270,F STREET,4TH STREET,,,CVC 22107,Other,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,1,,,,,,,,,,,,,,,8/9/2013,252,13-03277,F ST,,GRANDE AV,,22350,Hit object,,,,,,,,,,Fixed object,HOUSE BEAM AND 2 TREES,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,1,,,,,,,,,,8/16/2013,1531,13-03369,1414 E COVELL BL,,.2 MILES WEST OF POLE LINE ROAD,,21804 (a) CVC,Broadside,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,1,,,8/16/2013,1620,13-03370,D STREET,,6TH STREET,,21802(a) CVC,Broadside,3,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,1,,,,,,,,,,8/19/2013,950,13-03393,F ST,COVELL BL,,,22350 CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,Crossing in crosswalk not at intersection,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,1,,8/19/2013,1429,13-03396,J ST,,4TH ST,,22350 CVC,Other,1,1.0,1.0,,,,SOLO BICYCLE,,,Non collision,,No pedestrians involved,Controls functioning,
1,,,,,,,,,,,,,,,,,,,,,,,,8/19/2013,1958,13-03400,COWELL BL,WASHOE STREET,,,21950(A) VC,Vehicle - pedestrian,1,,,,1.0,,,,,Pedestrian,,Crossing in crosswalk not at intersection,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,1,,8/21/2013,1208,13-03418,I ST,,3RD ST,,21802(a)VC,Other,1,1.0,1.0,,,,BIKE VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,8/21/2013,2200,13-03427,G ST,4TH ST,,,,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,,1,,,,,,,8/22/2013,2110,13-03432,RUSSELL BL,,SR-113 (N/B OFFRAMP),,CVC 21461(a),Other,1,1.0,1.0,,,,AUTO V BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,1,,,,8/15/2013,1200,13-03466,3RD ST,A ST,,,,Other,,,,,,,UNK,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,1,,8/26/2013,339,13-03471,L ST,,2ND STREET,,23152(a) VC,Head on,1,,,,,,,,,Fixed object,BRICK WALL,No pedestrians involved,Controls functioning,
,,,,,,,1,,,,,,,,,,,,,,,,,8/2/2013,0,13-03472,801 D ST,E. 8TH STREET,,,,Other,,,,,,,UNKNOWN,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,1,,,,,,,,,,,,,,,,,,,,,8/28/2013,906,13-03499,CATALINA DR,,W COVELL BL,,21800(d)(1),Head on,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls not functioning,
,,,,,,,,,,,,,,,,,,,,,,1,,8/28/2013,1443,13-03501,4TH STREET,,J STREET,,21802 (a) CVC,Broadside,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,8/29/2013,715,13-03507,EL MACERO DR,PUMA CT,,,22350 CVC,Head on,,,,,,0,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,1,,1,,,,,,,,8/29/2013,1014,13-03509,POLE LINE RD,,COVELL BLVD,,,Head on,2,,,,,,,,,Fixed object,TELEPHONE POLE,No pedestrians involved,No controls present/factor,
,,,1,,,,,,,,,,,,,,,,,,,,,8/30/2013,1740,13-03541,ARLINGTON BL,,CALAVERAS AV,,CVC 22350,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,1,,,,,,,,,1,,,,,,,,9/1/2013,205,13-03563,E 8TH ST,POLELINE RD,,,23152 VC,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,1,,,,,,,,,,,,,,,,,,,9/1/2013,1813,13-03569,MACE BLVD.,SECOND ST.,,,21804(a) VC,Side swipe,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,1,,,,,,,,,9/2/2013,1944,13-03580,RICHARDS BLVD.,OLIVE DR.,,,21804(A) CVC,Other,1,1.0,1.0,,,,AUTO V. BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,,,1,,,,,,9/10/2013,911,13-03698,RUSSELL BL,,CALIFORNIA DR,,21804(a)VC,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,1,,,,,,,9/12/2013,750,13-03726,RUSSELL BL,,AURTHER,,22350VC,Rear end,,,,,,0,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
1,,1,1,,,,1,,,,,,,,,,,,,,,,,9/13/2013,752,13-03751,315 W 14TH ST,EUREKA ST,,,21950 cvc,Vehicle - pedestrian,1,,,,1.0,,,,,Pedestrian,,Crossing in crosswalk at intersection,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,9/13/2013,1310,13-03753,CHILES RD,MACE BLVD,,,22350 CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,1,,,,,,,9/13/2013,2048,13-03761,RUSSELL BL,,N/B SR 113 OFFRAMP,,CVC 21461(a),Other,1,1.0,1.0,,,,BICYCLE VS VEHICLE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,9/18/2013,1550,13-03820,STATE ROUTE 113 OFFRAMP,COVELL BLVD,,,,Rear end,,,,,,0,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,1,1,,,,,,,,,,,,,,,,9/18/2013,1729,13-03823,E 8 TH ST,,B ST,,21801(a),Other,1,1.0,1.0,,,,VEH VS BICYCLE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,1,,,,,,,,,1,,,,,,,,9/18/2013,1726,13-03824,POLE LINE RD,,E. 8TH STREET,,22100(b),Other,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,1,,,,,,,,,,,1,,,,,,,,,,9/20/2013,820,13-03854,E COVELL BL,MATISSE ST,,,,Head on,,,,,,,,,,Fixed object,TREE BRANCH OVERHANGING ROADWA,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,1,,1,,,,,,,,9/20/2013,1427,13-03857,E COVELL BL,POLE LINE RD,,,22350VC,Hit object,,,,,,0,,,,Fixed object,TREE,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,9/1/2013,0,13-03858,MACE BL,,CHILES RD,,22350vc,Hit object,,,,,,0,,,,Fixed object,PEDESTRIAN BUTTON,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,1,,,9/21/2013,1056,13-03871,G STREET,,6TH STREET,,22517 cvc,Other,1,1.0,1.0,,,,VEHICLE VS BICYCLE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,9/26/2013,29,13-03920,CHILES RD,CR-105D,,,,Hit object,,,,,,,,,,Fixed object,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,1,,,,,,,9/23/2013,1800,13-03934,LAKE BL,RUSSELL BL,,,,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,,,9/26/2013,1850,13-03935,MACE BLVD,2ND STREET,,,22107,Side swipe,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,1,,,,,9/27/2013,1531,13-03950,317 F ST,,,,22106 VC,Other,,,,,,,V-1 AND V-2 BACKING,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,1,,,,,,,,,,,,,,,,,9/27/2013,1745,13-03952,W 8TH ST,,ELMWOOD,,VC 21801(a),Other,1,1.0,1.0,,,,BICYCLE VS AUTO,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,9/27/2013,1924,13-03956,COWELL BL,,RESEARCH PARK DRIVE,,21453(A) CVC,Broadside,3,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,9/28/2013,1130,13-03967,CHILES RD,ENSENADA DR,,,22107 CVC,Hit object,,,,,,,,,,Fixed object,FIRE HYDRANT,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,1,,,9/30/2013,2207,13-03991,7TH ST,E ST,,,23152(a) CVC,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,10/1/2013,1553,13-03998,WEST PARKING LOT OF 717 ALVARADO AV,ALVARADO AVE,,,,Head on,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,1,,,,,,,,,,,1,1,,,,9/25/2013,1900,13-03999,B ST,,2ND ST,,22107vc,Head on,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,1,,1,,,,,,,,,,,,,,,10/1/2013,1752,13-04001,F STREET,EIGHTH STREET,,,21650.1 vc,Other,1,1.0,1.0,,,,AUTO V. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,1,,,,,,1,,,,,1,,,,,,,,,,10/1/2013,2024,13-04002,W COVELL BL,F STREET,,,22350 CVC,Rear end,,,,,,0,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,1,,,,,,,,,,,,,,,,,10/2/2013,2122,13-04018,W 8TH ST,,OAK ST,,22107 VC,Other,1,1.0,1.0,,,,AUTO VS. BIKE,,,Bicycle,,In road - includes shoulder,Controls functioning,
,1,,,,,,,,,,,,,,1,,,,,,,,,10/3/2013,0,13-04028,OLIVE DR,,RICHARDS BLVD,,21453(a),Other,1,1.0,1.0,,,,VEH V. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,1,,,,,,,,,10/3/2013,0,13-04030,RICHARDS BL,OLIVE DR,,,22350 CVC,Hit object,,,,,,0,,,,Fixed object,METAL RAIL,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,1,,,,,,,10/3/2013,1607,13-04047,RUSSELL BL,,ARLINGTON BL,,VC 22350,Rear end,1,,,,,,,,1,Other motor vehicle,MOTORCYCLE,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,10/4/2013,1800,13-04069,DREW AV,GREEK CT,,,,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,10/6/2013,2317,13-04081,SYCAMORE LN,STANFORD DRIVE,,,,Other,1,1.0,1.0,,,,BIKE V BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,1,,,,,,,,,,,10/7/2013,1326,13-04086,ANDERSON RD,,HANOVER DR,,21802,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,1,,,,,,,,,,,,,1,,,10/9/2013,1920,13-04119,6TH ST,B ST,,,vc 22350,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,1,,,,,,,,,,,,,,,,1,10/10/2013,819,13-04124,W 8TH ST,,MILLER DR,,22350VC,Other,1,1.0,1.0,,,,SOLO BIKE,,,Non collision,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,10/10/2013,1928,13-04138,MACE BL,,EL MACERO DR,,22350 VC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,1,,,,,,,,,,,,,,,,10/13/2013,1232,13-04179,B ST,,12TH ST,,22350 CVC,Hit object,1,,,,,,,,,Fixed object,CENTER MEDIAN,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,10/13/2013,1416,13-04180,COTTONWOOD DR,,REDBUD DR,,23152(a),Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,1,,,,,1,,,,,,,,,,10/13/2013,1850,13-04181,W COVELL BL,,F ST,,23152 vc,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,1,10/14/2013,1042,13-04192,RUSSELL BLVD,MILLER DRIVE,,,22350 vc,Rear end,2,,,,,,,,1,Other motor vehicle,,Crossing in crosswalk at intersection,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,1,,10/15/2013,1300,13-04213,I ST,,4TH ST,,22450VC,Broadside,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,1,,10/15/2013,1551,13-04216,4TH ST,,J ST,,22450(a) CVC,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,1,,,,,,,,10/15/2013,1819,13-04217,POLE LINE RD,5TH ST,,,21209(a) CVC,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,10/18/2013,1900,13-04254,RUSSELL BL,OAK AVE,,,22350vc,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,10/18/2013,2100,13-04255,COLUSA DR,,ARTHUR DR,,21202(a) VC,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,1,,,,,,1,,,,,,,,,,,,,,,,,10/21/2013,1525,13-04280,SYCAMORE,EIGHTH,,,22350 vc,Other,1,1.0,1.0,,,,BIKE V AUTO,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,,,10/22/2013,830,13-04289,MACE BLVD,2ND ST,,,22350VC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
1,,,,,,,,,,,,,,,,,,,,,,,,10/22/2013,900,13-04301,5TH ST,,CANTRILL DR,,21950(b)VC,Vehicle - pedestrian,1,,,,1.0,,,,,Pedestrian,,Crossing in crosswalk at intersection,Controls functioning,
,1,,,,,,,,1,,,,,1,,,,,,,,,,10/22/2013,1900,13-04306,W COVELL BL,F STREET,,,,Other,1,1.0,1.0,,,,SOLO BIKE,,,Non collision,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,1,,,,10/5/2013,1100,13-04327,A ST,3RD STREET,,,,Other,,,,,,,UNKNOWN,,,Other object,UNKNOWN,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,,,10/31/2013,1119,13-04410,MACE BLVD,,2ND STREET,,22350 CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,1,,,,,,,,,,,,,,,,,10/31/2013,1300,13-04412,EUREKA AV,W 8TH ST,,,22350 CVC,Other,1,1.0,1.0,,,,SOLO BIKE,,,Non collision,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,1,,,,,,,,,,,,10/31/2013,1410,13-04418,ALVARADO AVE,ANDERSON RD,,,21804(a)CVC,Head on,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,1,,,,,,,,,,,,,,,,,11/1/2013,1446,13-04439,E 8TH ST,,D STREET,,22350 cvc,Rear end,3,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,1,,,,,,,11/2/2013,258,13-04451,RUSSELL BL,,HWY 113,,22350 VC,Rear end,,,,,,,,,1,Motor vehicle on other roadway,,No pedestrians involved,Controls functioning,
,1,,,,,,1,,1,,,,,,,,,,,,,,,11/2/2013,952,13-04459,F ST,,E 8TH ST,,21800(a) CVC,Other,1,1.0,1.0,,,,VEHICLE VS BICYCLE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,11/2/2013,2350,13-04471,SYCAMORE LN,,WAKE FOREST DR,,,Head on,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,11/3/2013,1422,13-04481,MACE BL,ALHAMBRA DR,,,,Hit object,1,,,,,,,,,Other object,POND/BERM,No pedestrians involved,Controls functioning,
,,,,,,1,,,,,,,,,,,,,,,,1,,11/4/2013,856,13-04487,L ST,,5 TH ST,,23153 (A) CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,1,,,,,,1,,,,,1,,,,,,,,,,11/7/2013,813,13-04525,F STREET,14TH STREET,,,,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,1,,,,,,,,,,,11/7/2013,1207,13-04529,ANDERSON RD,RUSSELL BLVD,,,21804(a)VC,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,1,,,,,,,,,,,11/8/2013,940,13-04543,ANDERSON RD,RUSSELL BLVD,,,21804(A)vc,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,1,,,,,1,,,,,,,,,,,,,,,,1,,11/8/2013,1710,13-04547,I ST,,5TH ST,,21801(a),Other,1,1.0,1.0,,,,AUTO V BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,1,,,,,,,,11/8/2013,1800,13-04549,POLELINE ROAD,5TH STREET,,,,Hit object,1,1.0,1.0,,,,SOLO,,,Other object,CRACK IN SIDEWALK,No pedestrians involved,No controls present/factor,CRACK IN SIDEWALK
1,,1,1,,,,,,,,,,,,,,,,,,,,,11/8/2013,2314,13-04550,IN WEST PARKING LOT OF 315 W 14TH ST,,,,,Vehicle - pedestrian,1,,,,1.0,,,,,Pedestrian,,Not in road,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,11/9/2013,252,13-04555,RADCLIFFE DR,ANDERSON RD,,,22106 VC,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,,,,,1,,,,11/13/2013,1005,13-04601,3RD ST,A ST,,,22517vc,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,1,,,,,,,,11/13/2013,2014,13-04608,POLE LINE RD,,E COVELL BLVD,,VC 22350,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,1,,,,,1,,,,,,,,,,11/15/2013,745,13-04621,F ST,14TH ST,,,21804(a)VC,Other,1,1.0,1.0,,,,BICYCLE VS BICYCLE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,,1,,,,,,,11/15/2013,1925,13-04625,ARTHUR ST,RUSSELL BLVD,,,21804(a) CVC,Other,1,1.0,1.0,,,,AUTO V. BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,1,,,,,,,,,11/17/2013,1640,13-04641,RICHARDS BLVD.,OLIVE DRIVE,,,22106 VC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,1,,,,,,,,11/20/2013,2033,13-04698,5TH ST,,POLELINE ROAD,,Unknown,Hit object,,,,,,,,,,Fixed object,,No pedestrians involved,Controls functioning,
,1,,,,,,,,1,,,,,,,,,,,1,,,,11/25/2013,1300,13-04750,F ST,,6TH ST,,21802(a)VC,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,1,,,,,,,,,,,,,1,,1,,,11/26/2013,1330,13-04765,G ST,,5TH ST,,21453(A)vc,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,1,,,,,,,,,,,,,1,,1,,,11/29/2013,1615,13-04793,D ST,,5TH ST,,23152(a) CVC ,Broadside,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,1,,,,,,,,,,,,,,,,,,,,,12/3/2013,2000,13-04836,LILLARD DRIVE,DANBURY STREET,,,22100(b) vc,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,,,,,,,,,12/6/2013,812,13-04854,ANGELA DR,COWELL BLVD,,,22350vc,Other,1,1.0,1.0,,,,SOLO BIKE,,,Other object,GROUND,No pedestrians involved,No controls present/factor,
1,,,,,,,1,,,,,,,,,,,,,,,,,12/6/2013,1645,13-04859,8TH STREET,,H STREET,,21950(a) CVC,Vehicle - pedestrian,1,,,,1.0,,,,,Pedestrian,,Crossing - not in crosswalk,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,12/7/2013,1605,13-04870,SHASTA DR,,WEST COVELL BLVD,,22350 CVC,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,1,,1,,,,,,,,12/8/2013,1857,13-04881,1414 E COVELL BL,,FRONT OF THE NUGGET MARKET NORTH,,23152(b) C.V.C.,Hit object,,,,,,,,,,Fixed object,LARGE ROCK,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,,,,,,,,,12/8/2013,1730,13-04883,ALVARADO AV,FORTUNA CT,,,,Other,1,1.0,1.0,,,,SOLO BICYCLE,,,Non collision,,No pedestrians involved,Controls functioning,
,1,,1,,,,1,,,,,,,,,,,,,,,,,12/13/2013,1535,13-04953,E 8TH STREET,CHESTNUT LANE,,,21801(A) CVC,Other,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,1,,,12/16/2013,1600,13-04981,G STREET,,SIXTH STREET,,21802,Head on,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
